,SPVXSP Index,UX1 Index,UX2 Index,VIX Index
2013-05-31,1788.98,16.05,17.15,16.3
2013-05-30,1719.79,15.4,16.55,14.53
2013-05-29,1715.47,15.4,16.4,14.83
2013-05-28,1696.96,15.2,16.35,14.48
2013-05-24,1727.44,15.5,16.5,13.99
2013-05-23,1728.02,15.5,16.55,14.07
2013-05-22,1706.1,15.3,16.4,13.82
2013-05-21,1717.25,13.55,15.4,13.37
2013-05-20,1683.86,13.3,15.1,13.02
2013-05-17,1682.96,13.2,15.1,12.45
2013-05-16,1718.04,13.95,15.35,13.07
2013-05-15,1694.41,13.7,15.15,12.81
2013-05-14,1681.87,13.55,15.05,12.77
2013-05-13,1688.97,13.65,15.1,12.55
2013-05-10,1695.41,13.85,15.1,12.59
2013-05-09,1727.93,14.2,15.35,13.13
2013-05-08,1701.09,14,15.1,12.66
2013-05-07,1680.2,13.85,14.9,12.83
2013-05-06,1686.02,13.9,14.95,12.66
2013-05-03,1723.84,14.25,15.25,12.85
2013-05-02,1756.14,14.55,15.5,13.59
2013-05-01,1818.79,15.15,15.95,14.49
2013-04-30,1743.55,14.45,15.4,13.52
2013-04-29,1772.54,14.75,15.55,13.71
2013-04-26,1778.45,14.8,15.6,13.61
2013-04-25,1775.13,14.8,15.5,13.62
2013-04-24,1758.77,14.65,15.4,13.61
2013-04-23,1749.26,14.55,15.4,13.48
2013-04-22,1837.64,15.3,16.1,14.39
2013-04-19,1915.94,15.95,16.8,14.97
2013-04-18,2060.19,17.2,17.5,17.56
2013-04-17,1970.42,16.45,16.75,16.51
2013-04-16,1766.79,13.95,14.75,13.96
2013-04-15,2000.4,16.7,16.65,17.27
2013-04-12,1681.81,12.75,14.15,12.06
2013-04-11,1725.02,13.15,14.5,12.24
2013-04-10,1723.74,13.1,14.5,12.36
2013-04-09,1789.22,13.6,15.05,12.84
2013-04-08,1795.35,13.65,15.1,13.19
2013-04-05,1858.28,14.35,15.5,13.92
2013-04-04,1856.65,14.25,15.55,13.89
2013-04-03,1893.29,14.65,15.75,14.21
2013-04-02,1807.91,13.8,15.25,12.78
2013-04-01,1877.9,14.4,15.75,13.58
2013-03-28,1855.01,14.2,15.6,12.7
2013-03-27,1876.35,14.4,15.7,13.15
2013-03-26,1854.24,14.2,15.6,12.77
2013-03-25,1894.98,14.55,15.8,13.74
2013-03-22,1926.09,14.8,16,13.57
2013-03-21,1945.44,14.95,16.15,13.99
2013-03-20,1888.83,14.5,15.95,12.67
2013-03-19,2006.07,14.8,15.4,14.39
2013-03-18,2000.09,13.7,15.4,13.36
2013-03-15,1903.42,12.55,14.7,11.3
2013-03-14,1891.88,12.55,14.6,11.3
2013-03-13,1911.78,12.95,14.7,11.83
2013-03-12,1930.67,13.25,14.8,12.27
2013-03-11,1887.14,13,14.45,11.56
2013-03-08,1980.47,13.8,15.1,12.59
2013-03-07,2011.98,14.2,15.25,13.06
2013-03-06,2062.77,14.7,15.55,13.53
2013-03-05,2054.28,14.55,15.55,13.48
2013-03-04,2104.48,15,15.85,14.01
2013-03-01,2275.02,16.4,16.95,15.36
2013-02-28,2240.86,16.15,16.7,15.51
2013-02-27,2146.8,15.4,16.1,14.73
2013-02-26,2352.4,17.05,17.35,16.87
2013-02-25,2414.13,17.65,17.5,18.99
2013-02-22,2070.19,14.85,15.7,14.17
2013-02-21,2152.65,15.5,16.15,15.22
2013-02-20,2137.45,15.4,16,14.68
2013-02-19,1940.95,13.9,14.95,12.31
2013-02-15,2025.67,14.5,15.65,12.46
2013-02-14,2033.19,14.55,15.75,12.66
2013-02-13,2060.46,14.75,15.85,12.98
2013-02-12,2067.45,13,14.8,12.64
2013-02-11,2091.12,13.5,14.95,12.94
2013-02-08,2108.23,13.8,15.05,13.02
2013-02-07,2150.81,14.1,15.35,13.5
2013-02-06,2152.32,14.15,15.35,13.41
2013-02-05,2188.11,14.4,15.6,13.72
2013-02-04,2258.47,15.3,15.9,14.67
2013-02-01,2159.91,14.3,15.4,12.9
2013-01-31,2225.75,14.9,15.75,14.28
2013-01-30,2246.74,15.15,15.8,14.32
2013-01-29,2104.07,14.05,14.95,13.31
2013-01-28,2175.06,14.6,15.35,13.57
2013-01-25,2118.12,14.1,15.15,12.89
2013-01-24,2100.74,13.95,15.1,12.69
2013-01-23,2071.64,13.7,15.05,12.46
2013-01-22,2123.49,14.05,15.4,12.43
2013-01-18,2219.87,14.65,16.3,12.46
2013-01-17,2371.6,15.7,17,13.57
2013-01-16,2343.89,15.5,17.1,13.42
2013-01-15,2389.26,14.2,15.8,13.55
2013-01-14,2409.96,14.1,15.95,13.52
2013-01-11,2417.61,14.15,16,13.36
2013-01-10,2431.73,14.2,16.1,13.49
2013-01-09,2485.16,14.7,16.4,13.81
2013-01-08,2488.62,14.65,16.45,13.62
2013-01-07,2493.86,14.75,16.45,13.79
2013-01-04,2551.77,15.3,16.7,13.83
2013-01-03,2616.14,15.9,16.95,14.56
2013-01-02,2576.32,15.6,16.75,14.68
2012-12-31,2887.26,17.7,18.5,18.02
2012-12-28,3557.86,22.35,21.95,22.72
2012-12-27,3074.76,19.1,19.4,19.47
2012-12-26,3127.74,19.5,19.55,19.48
2012-12-24,3000.39,18.65,18.95,18.59
2012-12-21,2936.21,18.25,18.55,17.84
2012-12-20,2822.01,17.5,18.15,17.67
2012-12-19,2758.98,17.1,17.9,17.36
2012-12-18,2605.7,15.55,16.15,15.57
2012-12-17,2664.84,16.2,16.5,16.34
2012-12-14,2777.26,16.85,17.2,17
2012-12-13,2791.32,16.6,17.35,16.56
2012-12-12,2748.6,16.1,17.15,15.95
2012-12-11,2647,15.55,16.5,15.57
2012-12-10,2731.71,16,17.05,16.05
2012-12-07,2752.42,16,17.25,15.9
2012-12-06,2818.25,16.4,17.65,16.58
2012-12-05,2768.69,16.1,17.35,16.46
2012-12-04,2846.82,16.5,17.9,17.12
2012-12-03,2823.15,16.4,17.7,16.64
2012-11-30,2699.46,15.55,17.15,15.87
2012-11-29,2656.99,15.25,17,15.06
2012-11-28,2701.49,15.5,17.3,15.51
2012-11-27,2806.71,16.15,17.8,15.92
2012-11-26,2718.04,15.6,17.45,15.5
2012-11-23,2803.18,16.1,17.9,15.14
2012-11-21,2864.67,16.45,18.35,15.31
2012-11-20,2855.96,15.15,16.4,15.08
2012-11-19,2890.2,15.25,16.6,15.24
2012-11-16,3169.19,16.75,18.2,16.41
2012-11-15,3343.6,18.05,19.15,17.99
2012-11-14,3315.76,17.85,19,17.92
2012-11-13,3170.9,16.95,18.2,16.65
2012-11-12,3197.48,17.1,18.35,16.68
2012-11-09,3431.96,18.6,19.6,18.61
2012-11-08,3389.95,18.5,19.3,18.49
2012-11-07,3435.24,18.85,19.5,19.08
2012-11-06,3156.7,17.05,18.1,17.58
2012-11-05,3319.57,18.1,18.9,18.42
2012-11-02,3265.78,17.8,18.6,17.59
2012-11-01,3121.39,16.9,17.9,16.69
2012-10-31,3454.77,18.95,19.5,18.6
2012-10-26,3334.11,18.25,18.9,17.81
2012-10-25,3340.62,18.3,18.9,18.12
2012-10-24,3411.26,18.75,19.1,18.33
2012-10-23,3487.38,19.2,19.4,18.83
2012-10-22,3166.43,17.35,18.05,16.62
2012-10-19,3215.1,17.6,18.45,17.06
2012-10-18,3052.05,16.7,17.6,15.03
2012-10-17,3007.56,16.45,17.5,15.07
2012-10-16,3062.4,15.5,16.75,15.22
2012-10-15,3133.98,15.7,17.15,15.27
2012-10-12,3292.47,16.65,18,16.14
2012-10-11,3209.22,16.2,17.55,15.59
2012-10-10,3318.8,16.75,18.15,16.29
2012-10-09,3302.48,16.7,18.05,16.37
2012-10-08,3172.41,15.9,17.4,15.11
2012-10-05,3144.21,15.75,17.25,14.33
2012-10-04,3164.98,15.8,17.4,14.55
2012-10-03,3256.06,16.5,17.7,15.43
2012-10-02,3289.38,16.6,17.95,15.71
2012-10-01,3356.29,16.95,18.3,16.32
2012-09-28,3273.77,16.4,18.05,15.73
2012-09-27,3215.92,16.1,17.75,14.84
2012-09-26,3506.6,17.75,18.9,16.81
2012-09-25,3392.39,17.15,18.35,15.43
2012-09-24,3168.05,15.9,17.6,14.15
2012-09-21,3201.88,16.05,17.9,13.98
2012-09-20,3266.96,16.4,18.05,14.07
2012-09-19,3197.59,16.05,17.7,13.88
2012-09-18,3237.43,14.3,16.25,14.18
2012-09-17,3358.78,15,16.85,14.59
2012-09-14,3464.92,15.75,17.35,14.51
2012-09-13,3284.13,14.9,16.45,14.05
2012-09-12,3507.65,15.8,17.6,15.8
2012-09-11,3663.95,16.6,18.35,16.41
2012-09-10,3685.62,16.5,18.55,16.28
2012-09-07,3447.98,15.1,17.55,14.38
2012-09-06,3656.72,16.1,18.55,15.6
2012-09-05,4060.13,18.15,20.35,17.74
2012-09-04,4155.88,18.65,20.75,17.98
2012-08-31,4233.14,18.95,21.2,17.47
2012-08-30,4397.6,19.7,22,17.83
2012-08-29,4310.92,19.25,21.7,17.06
2012-08-28,4256.75,19,21.45,16.49
2012-08-27,4215.42,18.8,21.3,16.35
2012-08-24,4165.72,18.55,21.2,15.18
2012-08-23,4323.5,19.3,21.6,15.96
2012-08-22,4256.13,19,21.25,15.11
2012-08-21,4200.12,14.9,18.75,15.02
2012-08-20,4089.45,14.65,18.25,14.02
2012-08-17,4087.18,15.1,18.2,13.45
2012-08-16,4220.14,15.9,18.75,14.29
2012-08-15,4279.66,16.2,19,14.63
2012-08-14,4288.94,16.4,19,14.85
2012-08-13,4122.3,15.8,18.25,13.7
2012-08-10,4209.14,16.35,18.55,14.74
2012-08-09,4240.27,16.55,18.65,15.28
2012-08-08,4299.51,16.8,18.9,15.32
2012-08-07,4494.73,17.65,19.7,15.99
2012-08-06,4316.83,16.85,19,15.95
2012-08-03,4407.17,17.2,19.4,15.64
2012-08-02,4746.11,18.7,20.7,17.57
2012-08-01,4951.17,19.7,21.35,18.96
2012-07-31,5009.54,19.9,21.65,18.93
2012-07-30,4911.93,19.5,21.25,18.03
2012-07-27,4715.06,18.6,20.65,16.7
2012-07-26,4829.66,19.15,20.9,17.53
2012-07-25,5287.2,21.1,22.45,19.34
2012-07-24,5472.76,21.85,23.2,20.47
2012-07-23,5218.3,20.8,22.3,18.62
2012-07-20,4816.85,19.15,20.95,16.27
2012-07-19,4582.67,18.2,20.15,15.45
2012-07-18,4695.5,18.65,20.6,16.16
2012-07-17,4670.32,16.65,18.55,16.48
2012-07-16,4858.84,17.3,19.3,17.11
2012-07-13,4874.24,17.45,19.35,16.74
2012-07-12,5186,18.5,20.6,18.33
2012-07-11,5144.7,18.3,20.45,17.95
2012-07-10,5352.37,19.25,21.2,18.72
2012-07-09,5158.03,18.4,20.5,17.98
2012-07-06,5160.1,18.25,20.6,17.1
2012-07-05,5266.73,18.8,20.9,17.5
2012-07-03,5031.39,17.7,20.2,16.66
2012-07-02,5151.28,18.15,20.65,16.8
2012-06-29,5515.55,19.55,21.95,17.08
2012-06-28,5956.65,21.35,23.3,19.71
2012-06-27,6051.56,21.7,23.65,19.45
2012-06-26,6065.19,21.75,23.7,19.72
2012-06-25,6248.13,22.45,24.25,20.38
2012-06-22,6094.08,21.85,23.9,18.11
2012-06-21,6489.45,23.35,24.75,20.08
2012-06-20,5698.41,20.45,22.7,17.24
2012-06-19,6102.45,18.45,21.9,18.38
2012-06-18,6082,19,21.8,18.32
2012-06-15,6618.99,21.5,23.65,21.11
2012-06-14,7029.47,22.95,25.1,21.68
2012-06-13,7514.83,24.95,26.75,24.27
2012-06-12,7155.12,23.45,25.55,22.09
2012-06-11,7416.02,24.55,26.4,23.56
2012-06-08,6659.66,21.7,23.85,21.23
2012-06-07,7067.49,23.05,25.3,21.72
2012-06-06,7141.55,23.4,25.5,22.16
2012-06-05,7720.36,25.6,27.35,24.68
2012-06-04,8073.57,26.95,28.45,26.12
2012-06-01,8292.17,27.75,29.15,26.66
2012-05-31,7774.37,26,27.35,24.06
2012-05-30,7668.27,25.7,26.9,24.14
2012-05-29,6942.5,23,24.8,21.03
2012-05-25,7373.95,24.55,26.1,21.76
2012-05-24,7302.67,24.25,26,21.54
2012-05-23,7450.58,24.8,26.35,22.33
2012-05-22,7495.06,24.95,26.5,22.48
2012-05-21,7289.41,24.25,25.85,22.01
2012-05-18,8405.56,28.2,28.15,25.1
2012-05-17,7822.99,26.2,26.7,24.49
2012-05-16,7292.8,24.4,25.45,22.27
2012-05-15,7143.36,21.85,23.9,21.97
2012-05-14,6888.21,21.95,23,21.87
2012-05-11,6453.47,20.1,21.6,19.89
2012-05-10,6227.03,19.35,20.85,18.83
2012-05-09,6539.14,20.5,21.85,20.08
2012-05-08,6273.17,19.55,21,19.05
2012-05-07,6222.83,19.35,20.85,18.94
2012-05-04,6411.89,20,21.45,19.16
2012-05-03,6098.52,18.8,20.55,17.56
2012-05-02,5892.53,18.05,19.95,16.88
2012-05-01,5900.29,18,20.05,16.6
2012-04-30,6040.6,18.45,20.5,17.15
2012-04-27,5921.48,18.05,20.15,16.32
2012-04-26,5927.79,18,20.3,16.24
2012-04-25,6097.47,18.55,20.8,16.82
2012-04-24,6464.35,19.75,21.8,18.1
2012-04-23,6730.5,20.6,22.55,18.97
2012-04-20,6452.64,19.7,21.9,17.44
2012-04-19,6674.53,20.4,22.45,18.36
2012-04-18,6720.92,20.55,22.45,18.64
2012-04-17,6524.69,18.2,19.95,18.46
2012-04-16,6989.01,19.85,21.35,19.55
2012-04-13,7095.76,19.95,21.7,19.55
2012-04-12,6530.09,18.2,20,17.2
2012-04-11,7322.7,20.7,22.35,20.02
2012-04-10,7448.44,21.15,22.7,20.39
2012-04-09,6997.47,19.6,21.45,18.81
2012-04-05,6641.93,18.45,20.45,16.7
2012-04-04,6462.75,17.95,19.9,16.44
2012-04-03,6242.28,17.25,19.3,15.66
2012-04-02,6124.18,17,18.85,15.64
2012-03-30,6106.05,16.8,19,15.5
2012-03-29,6242,17.1,19.55,15.48
2012-03-28,6389.96,17.65,19.7,15.47
2012-03-27,6363.15,17.6,19.55,15.59
2012-03-26,5712.33,15.6,18.3,14.26
2012-03-23,6239.48,17,20.2,14.82
2012-03-22,6727.24,18.35,21.6,15.57
2012-03-21,6633.56,18.1,21.2,15.13
2012-03-20,7000.06,15.65,19.1,15.58
2012-03-19,7317.02,15.55,20,15.04
2012-03-16,7882.38,16.15,21.6,14.47
2012-03-15,7974.22,17.05,21.75,15.42
2012-03-14,8132.69,17.8,22.1,15.31
2012-03-13,7734.77,17,21,14.8
2012-03-12,8024.82,17.75,21.75,15.64
2012-03-09,8448.81,19.05,22.75,17.11
2012-03-08,8664.77,19.7,23.25,17.95
2012-03-07,8978.55,20.65,23.95,19.07
2012-03-06,9598.33,22.5,25.3,20.87
2012-03-05,8810.68,20.15,23.65,18.05
2012-03-02,8871.03,20.4,23.7,17.29
2012-03-01,8720.06,20.05,23.3,17.26
2012-02-29,9064.65,21,24,18.43
2012-02-28,9033.92,20.85,24.05,17.96
2012-02-27,9294.98,21.55,24.55,18.19
2012-02-24,9162,21.2,24.3,17.31
2012-02-23,8765.92,20.25,23.35,16.8
2012-02-22,9385.56,21.8,24.55,18.19
2012-02-21,9691.27,22.55,25.15,18.19
2012-02-17,9691.27,22.6,24.8,17.78
2012-02-16,9763.93,22.8,24.65,19.22
2012-02-15,10373.9,24.25,25.6,21.14
2012-02-14,9603.88,19.8,22.45,19.54
2012-02-13,9367.2,19.25,21.9,19.04
2012-02-10,10118.39,21.75,23.55,20.79
2012-02-09,9413.19,20,21.95,18.63
2012-02-08,9011.52,19.2,21,18.16
2012-02-07,8726.48,18.4,20.4,17.65
2012-02-06,8625.11,18.1,20.2,17.76
2012-02-03,8702.66,17.95,20.55,17.1
2012-02-02,9130.87,19.15,21.35,17.98
2012-02-01,9444.8,19.85,22.05,18.55
2012-01-31,9839.28,20.9,22.75,19.44
2012-01-30,9748.73,20.7,22.55,19.4
2012-01-27,9535.02,20.15,22.2,18.53
2012-01-26,9709.8,20.55,22.55,18.57
2012-01-25,9718.98,20.6,22.5,18.31
